Country,Resource,Quantity,Unit,Sector,Urgency,Time to ship from Canada to Country (days),Date Resource is Required by (yyyy-mm-dd)
Samoa,Coal,8144832000.0,ounce,Minerals and mining,0.17,13,2023-05-28
Micronesia (Federated States of),Coal,5330208000.0,ounce,Minerals and mining,0.13,4,2023-05-05
Republic of North Macedonia,Coal,3807456000.0,ounce,Minerals and mining,0.06,9,2023-05-20
United Kingdom of Great Britain and Northern Ireland (the),Coal,3450336000.0,ounce,Minerals and mining,0.03,3,2023-05-08
Palestine State of,Coal,2308768000.0,ounce,Minerals and mining,0.03,2,2023-05-09
Poland,Coal,2026016000.0,ounce,Minerals and mining,0.02,0,2023-05-23
Mauritania,Coal,1484704000.0,ounce,Minerals and mining,0.05,0,2023-05-16
Solomon Islands,Coal,402142000.0,pound,Minerals and mining,0.01,2,2023-05-09
Comoros (the),Coal,323384000.0,pound,Minerals and mining,0.11,10,2023-05-19
Gambia (the),Coal,244883634.35,kilogram,Minerals and mining,0.07,4,2023-05-02
Mayotte,Coal,219096000.93,kilogram,Minerals and mining,0.16,12,2023-05-23
Tanzania United Republic of,Coal,198410374.49,kilogram,Minerals and mining,0.1,2,2023-05-10
Papua New Guinea,Coal,194881425.85,kilogram,Minerals and mining,0.03,1,2023-05-09
French Guiana,Coal,184297301.49,kilogram,Minerals and mining,0.05,10,2023-05-23
Kiribati,Coal,131056000.0,pound,Minerals and mining,0.09,2,2023-05-12
Malta,Coal,126619402.9,kilogram,Minerals and mining,0.67,4,2023-05-27
Turks and Caicos Islands (the),Coal,126192000.0,pound,Minerals and mining,0.1,0,2023-05-13
Sierra Leone,Coal,85408721.72,kilogram,Minerals and mining,0.02,1,2023-05-28
Ghana,Coal,63800000.0,pound,Minerals and mining,0.06,6,2023-05-18
Bangladesh,Coal,59248235.37,kilogram,Minerals and mining,0.08,4,2023-05-14
Germany,Coal,51357542.5,kilogram,Minerals and mining,0.17,8,2023-05-24
Monaco,Coal,41060995.7,kilogram,Minerals and mining,0.19,2,2023-05-09
Croatia,Coal,27834242.19,kilogram,Minerals and mining,1.0,3,2023-05-06
Brunei Darussalam,Coal,10627669.23,kilogram,Minerals and mining,0.19,8,2023-05-21
Ecuador,Coal,8750000.0,pound,Minerals and mining,0.03,1,2023-05-14
Moldova (the Republic of),Coal,270959.0,ton,Minerals and mining,0.06,3,2023-05-16
Switzerland,Coal,267405.0,ton,Minerals and mining,0.03,0,2023-05-23
Aruba,Coal,257316.0,ton,Minerals and mining,0.06,5,2023-05-25
Central African Republic (the),Coal,250686.0,ton,Minerals and mining,0.48,0,2023-05-05
Saint Vincent and the Grenadines,Coal,242481.0,ton,Minerals and mining,0.13,4,2023-05-15
Guam,Coal,235889.0,ton,Minerals and mining,0.01,5,2023-05-28
Montenegro,Coal,196298.0,ton,Minerals and mining,0.01,4,2023-05-07
Mexico,Coal,175987.49,metric_ton,Minerals and mining,0.01,0,2023-05-07
Senegal,Coal,169586.0,ton,Minerals and mining,0.04,8,2023-05-22
Greece,Coal,169392.0,ton,Minerals and mining,0.33,1,2023-05-27
Zimbabwe,Coal,160653.0,ton,Minerals and mining,0.12,7,2023-05-22
Philippines (the),Coal,152886.0,ton,Minerals and mining,0.04,1,2023-05-06
Christmas Island,Coal,141357.53,metric_ton,Minerals and mining,0.11,4,2023-05-14
French Southern Territories (the),Coal,137462.0,ton,Minerals and mining,0.15,4,2023-05-03
Niue,Coal,115032.0,ton,Minerals and mining,0.06,2,2023-05-14
Georgia,Coal,102551.79,metric_ton,Minerals and mining,0.04,0,2023-05-15
Angola,Coal,99857.0,ton,Minerals and mining,0.14,1,2023-05-12
Pitcairn,Coal,91484.0,ton,Minerals and mining,0.13,1,2023-05-14
American Samoa,Coal,87609.55,metric_ton,Minerals and mining,0.01,13,2023-05-19
Egypt,Coal,82084.0,ton,Minerals and mining,0.06,9,2023-05-16
Andorra,Coal,66327.0,ton,Minerals and mining,0.04,0,2023-05-08
Western Sahara,Coal,65481.0,ton,Minerals and mining,0.03,4,2023-05-12
Gabon,Coal,65250.0,ton,Minerals and mining,0.09,4,2023-05-10
Morocco,Coal,61387.0,ton,Minerals and mining,0.09,2,2023-05-02
United States of America (the),Coal,60666.17,metric_ton,Minerals and mining,0.09,3,2023-05-05
Congo (the),Coal,52344.0,ton,Minerals and mining,0.02,1,2023-05-14
Lithuania,Coal,35870.99,metric_ton,Minerals and mining,0.05,0,2023-05-23
Macao,Coal,35027.31,metric_ton,Minerals and mining,0.02,4,2023-05-08
Iraq,Coal,27711.0,ton,Minerals and mining,0.03,2,2023-05-23
Cabo Verde,Coal,15494.0,ton,Minerals and mining,0.06,0,2023-05-05
Vanuatu,Coal,3083.0,ton,Minerals and mining,0.08,0,2023-05-11
Jamaica,Biofuels,44372000.0,milliliter,Energy,0.08,4,2023-05-25
Bolivia (Plurinational State of),Biofuels,39319000.0,cubic_centimeter,Energy,0.01,4,2023-05-03
Netherlands (the),Biofuels,38694000.0,cubic_centimeter,Energy,0.0399999999999999,9,2023-05-19
Czechia,Biofuels,38210000.0,cubic_centimeter,Energy,0.07,6,2023-05-28
Guinea-Bissau,Biofuels,37316000.0,milliliter,Energy,0.06,3,2023-05-15
Sweden,Biofuels,34859000.0,cubic_centimeter,Energy,0.01,13,2023-05-20
Northern Mariana Islands (the),Biofuels,32282000.0,cubic_centimeter,Energy,0.03,0,2023-05-12
Curaçao,Biofuels,26464000.0,cubic_centimeter,Energy,0.07,5,2023-05-20
Ecuador,Biofuels,26382000.0,cubic_centimeter,Energy,0.06,1,2023-05-05
Pitcairn,Biofuels,24159000.0,milliliter,Energy,0.07,2,2023-05-20
Viet Nam,Biofuels,17854000.0,milliliter,Energy,0.05,3,2023-05-12
Sudan (the),Biofuels,15104000.0,milliliter,Energy,0.09,6,2023-05-26
Gambia (the),Biofuels,10960000.0,cubic_centimeter,Energy,0.04,0,2023-05-02
Solomon Islands,Biofuels,10101000.0,milliliter,Energy,0.15,3,2023-05-03
Comoros (the),Biofuels,8108000.0,cubic_centimeter,Energy,0.03,0,2023-05-06
Bulgaria,Biofuels,7994000.0,milliliter,Energy,0.01,3,2023-05-03
Japan,Biofuels,7749000.0,milliliter,Energy,0.14,1,2023-05-07
Bangladesh,Biofuels,7253000.0,milliliter,Energy,0.07,5,2023-05-27
American Samoa,Biofuels,6145000.0,milliliter,Energy,0.07,0,2023-05-25
Mali,Biofuels,5744000.0,cubic_centimeter,Energy,0.1,4,2023-05-22
Andorra,Biofuels,3640000.0,milliliter,Energy,0.12,0,2023-05-02
Djibouti,Biofuels,2198000.0,milliliter,Energy,0.02,0,2023-05-09
Norway,Biofuels,91033.69,pint,Energy,0.09,5,2023-05-24
Slovenia,Biofuels,90340.5,pint,Energy,0.03,2,2023-05-03
British Indian Ocean Territory (the),Biofuels,84382.89,pint,Energy,0.11,2,2023-05-03
Eswatini,Biofuels,70200.02,pint,Energy,0.09,4,2023-05-06
Azerbaijan,Biofuels,64489.68,pint,Energy,0.0199999999999999,0,2023-05-06
Namibia,Biofuels,56733.59,pint,Energy,0.05,7,2023-05-20
Burundi,Biofuels,55440.2,pint,Energy,0.07,3,2023-05-23
Iran (Islamic Republic of),Biofuels,55421.18,pint,Energy,0.02,2,2023-05-20
Samoa,Biofuels,54584.29,pint,Energy,0.16,8,2023-05-20
Serbia,Biofuels,51095.1,pint,Energy,0.02,7,2023-05-21
India,Biofuels,49778.47,pint,Energy,0.44,13,2023-05-22
Hungary,Biofuels,45797.92,quart,Energy,0.09,5,2023-05-23
Switzerland,Biofuels,44986.39,quart,Energy,0.0499999999999999,1,2023-05-13
Ukraine,Biofuels,44411.0,liter,Energy,0.07,12,2023-05-27
Virgin Islands (U.S.),Biofuels,42641.6,pint,Energy,0.08,2,2023-05-10
United States of America (the),Biofuels,42361.57,quart,Energy,0.03,10,2023-05-27
Iraq,Biofuels,41872.0,liter,Energy,0.06,4,2023-05-15
Montserrat,Biofuels,39557.12,quart,Energy,0.11,3,2023-05-02
Chad,Biofuels,39196.79,pint,Energy,0.13,3,2023-05-16
Georgia,Biofuels,38568.06,quart,Energy,0.03,0,2023-05-21
Saint Martin (French part),Biofuels,34634.01,pint,Energy,0.22,0,2023-05-29
Morocco,Biofuels,32610.45,quart,Energy,0.06,2,2023-05-08
Guatemala,Biofuels,32150.8,pint,Energy,0.04,4,2023-05-02
Guernsey,Biofuels,31519.95,quart,Energy,0.18,2,2023-05-02
Holy See (the),Biofuels,30752.0,liter,Energy,0.06,2,2023-05-06
Nepal,Biofuels,29738.0,liter,Energy,0.29,3,2023-05-13
Wallis and Futuna,Biofuels,29719.36,quart,Energy,0.25,1,2023-05-06
Macao,Biofuels,29023.0,liter,Energy,0.16,0,2023-05-28
Åland Islands,Biofuels,28586.59,quart,Energy,0.15,8,2023-05-20
Tanzania United Republic of,Biofuels,28027.0,liter,Energy,0.01,3,2023-05-04
Kenya,Biofuels,27942.0,liter,Energy,0.04,3,2023-05-08
Falkland Islands (the) [Malvinas],Biofuels,26890.0,liter,Energy,0.04,12,2023-05-22
Lithuania,Biofuels,23310.54,quart,Energy,0.06,1,2023-05-08
Thailand,Biofuels,22787.48,quart,Energy,0.09,10,2023-05-24
Syrian Arab Republic,Biofuels,20727.0,liter,Energy,0.4,1,2023-05-23
Svalbard and Jan Mayen,Biofuels,17845.35,quart,Energy,0.37,7,2023-05-28
United States Minor Outlying Islands (the),Biofuels,15331.49,quart,Energy,0.11,1,2023-05-07
Mexico,Biofuels,14428.02,quart,Energy,0.07,1,2023-05-22
Tajikistan,Biofuels,13395.64,quart,Energy,0.03,3,2023-05-11
Peru,Biofuels,12536.0,liter,Energy,0.08,4,2023-05-26
Liechtenstein,Biofuels,9300.97,gallon,Energy,0.08,3,2023-05-13
Western Sahara,Biofuels,8144.0,liter,Energy,0.22,2,2023-05-23
Belarus,Biofuels,6237.89,gallon,Energy,0.14,9,2023-05-17
Zimbabwe,Biofuels,6043.0,liter,Energy,0.12,13,2023-05-22
Korea (the Republic of),Biofuels,6026.29,gallon,Energy,0.01,4,2023-05-29
Congo (the Democratic Republic of the),Biofuels,4949.53,gallon,Energy,0.07,4,2023-05-20
Mongolia,Biofuels,3297.13,gallon,Energy,0.07,4,2023-05-09
Cook Islands (the),Biofuels,2542.0,liter,Energy,1.0,0,2023-05-02
Iceland,Biofuels,2437.0,liter,Energy,0.0499999999999999,2,2023-05-15
Oman,Biofuels,1641.04,gallon,Energy,0.16,2,2023-05-04
Montenegro,Biofuels,1474.08,quart,Energy,0.07,2,2023-05-05
Gibraltar,Biofuels,1273.84,gallon,Energy,0.06,3,2023-05-04
Ghana,Biofuels,1251.83,cubic_foot,Energy,0.08,10,2023-05-22
Maldives,Biofuels,1245.57,gallon,Energy,0.08,11,2023-05-18
Poland,Biofuels,1227.64,cubic_foot,Energy,0.01,1,2023-05-15
Christmas Island,Biofuels,1172.4,gallon,Energy,0.06,5,2023-05-24
French Southern Territories (the),Biofuels,1059.62,cubic_foot,Energy,0.1,6,2023-05-24
Saint Vincent and the Grenadines,Biofuels,1015.23,cubic_foot,Energy,0.15,10,2023-05-20
Romania,Biofuels,962.64,gallon,Energy,0.02,6,2023-05-21
Cambodia,Biofuels,803.08,gallon,Energy,0.08,0,2023-05-17
Albania,Biofuels,572.99,gallon,Energy,0.01,4,2023-05-06
Heard Island and McDonald Islands,Biofuels,462.52,cubic_foot,Energy,0.23,0,2023-05-24
Saudi Arabia,Biofuels,428.16,cubic_foot,Energy,0.07,3,2023-05-12
Niue,Biofuels,56.22,cubic_foot,Energy,0.04,1,2023-05-29
Zambia,Bioenergy and biofuel (from forestry biomass),40916515.97,cubic_centimeter,Forestry,0.08,2,2023-05-09
Nepal,Bioenergy and biofuel (from forestry biomass),40488764.44,milliliter,Forestry,0.08,2,2023-05-07
Bouvet Island,Bioenergy and biofuel (from forestry biomass),36987258.54,cubic_centimeter,Forestry,0.05,3,2023-05-11
Virgin Islands (U.S.),Bioenergy and biofuel (from forestry biomass),36631429.83,milliliter,Forestry,0.07,4,2023-05-03
Curaçao,Bioenergy and biofuel (from forestry biomass),35991695.24,cubic_centimeter,Forestry,0.15,1,2023-05-12
Benin,Bioenergy and biofuel (from forestry biomass),34159555.94,cubic_centimeter,Forestry,0.09,8,2023-05-17
Mauritania,Bioenergy and biofuel (from forestry biomass),33705306.52,cubic_centimeter,Forestry,0.04,4,2023-05-13
Fiji,Bioenergy and biofuel (from forestry biomass),32213854.28,milliliter,Forestry,0.06,6,2023-05-24
Slovenia,Bioenergy and biofuel (from forestry biomass),28757773.32,cubic_centimeter,Forestry,0.08,11,2023-05-29
Faroe Islands (the),Bioenergy and biofuel (from forestry biomass),25952783.19,cubic_centimeter,Forestry,0.05,2,2023-05-03
Argentina,Bioenergy and biofuel (from forestry biomass),24173639.65,cubic_centimeter,Forestry,0.16,4,2023-05-05
Burkina Faso,Bioenergy and biofuel (from forestry biomass),21311868.34,milliliter,Forestry,0.26,11,2023-05-17
Marshall Islands (the),Bioenergy and biofuel (from forestry biomass),19067119.16,milliliter,Forestry,0.08,2,2023-05-08
Kuwait,Bioenergy and biofuel (from forestry biomass),18503092.8,cubic_centimeter,Forestry,0.01,0,2023-05-13
Peru,Bioenergy and biofuel (from forestry biomass),18427384.56,milliliter,Forestry,0.45,1,2023-05-26
Réunion,Bioenergy and biofuel (from forestry biomass),14414848.07,cubic_centimeter,Forestry,0.01,4,2023-05-12
Lebanon,Bioenergy and biofuel (from forestry biomass),14123371.37,cubic_centimeter,Forestry,0.05,5,2023-05-24
Poland,Bioenergy and biofuel (from forestry biomass),13540417.95,milliliter,Forestry,0.11,4,2023-05-08
Saint Pierre and Miquelon,Bioenergy and biofuel (from forestry biomass),12790906.42,cubic_centimeter,Forestry,0.06,4,2023-05-03
Puerto Rico,Bioenergy and biofuel (from forestry biomass),12037609.47,cubic_centimeter,Forestry,0.0199999999999999,4,2023-05-25
Australia,Bioenergy and biofuel (from forestry biomass),8316549.69,cubic_centimeter,Forestry,0.16,4,2023-05-24
Yemen,Bioenergy and biofuel (from forestry biomass),8096995.81,milliliter,Forestry,0.03,0,2023-05-22
Sudan (the),Bioenergy and biofuel (from forestry biomass),7461046.63,cubic_centimeter,Forestry,0.1,10,2023-05-27
Ecuador,Bioenergy and biofuel (from forestry biomass),5901456.97,milliliter,Forestry,0.04,2,2023-05-16
Lao People's Democratic Republic (the),Bioenergy and biofuel (from forestry biomass),4644700.26,milliliter,Forestry,0.02,1,2023-05-22
Uzbekistan,Bioenergy and biofuel (from forestry biomass),4133669.67,cubic_centimeter,Forestry,0.13,9,2023-05-27
Norway,Bioenergy and biofuel (from forestry biomass),1616370.83,milliliter,Forestry,0.0899999999999999,10,2023-05-17
Aruba,Bioenergy and biofuel (from forestry biomass),1230258.83,cubic_centimeter,Forestry,0.06,2,2023-05-29
Macao,Bioenergy and biofuel (from forestry biomass),69808.0,pint,Forestry,0.07,7,2023-05-20
Serbia,Bioenergy and biofuel (from forestry biomass),66080.0,pint,Forestry,0.09,0,2023-05-02
Austria,Bioenergy and biofuel (from forestry biomass),60168.0,pint,Forestry,0.09,2,2023-05-22
Costa Rica,Bioenergy and biofuel (from forestry biomass),58368.0,pint,Forestry,0.18,1,2023-05-13
Lithuania,Bioenergy and biofuel (from forestry biomass),55872.0,pint,Forestry,0.04,0,2023-05-07
Cambodia,Bioenergy and biofuel (from forestry biomass),47176.0,pint,Forestry,0.12,1,2023-05-02
Latvia,Bioenergy and biofuel (from forestry biomass),40680.0,pint,Forestry,0.14,13,2023-05-16
Sint Maarten (Dutch part),Bioenergy and biofuel (from forestry biomass),39360.71,liter,Forestry,0.09,3,2023-05-08
Western Sahara,Bioenergy and biofuel (from forestry biomass),38424.0,pint,Forestry,0.22,0,2023-05-07
Armenia,Bioenergy and biofuel (from forestry biomass),38132.0,quart,Forestry,0.32,4,2023-05-14
Jordan,Bioenergy and biofuel (from forestry biomass),37468.0,quart,Forestry,0.22,6,2023-05-25
French Polynesia,Bioenergy and biofuel (from forestry biomass),36568.0,pint,Forestry,0.47,4,2023-05-08
Gibraltar,Bioenergy and biofuel (from forestry biomass),34473.75,liter,Forestry,0.05,1,2023-05-11
Bangladesh,Bioenergy and biofuel (from forestry biomass),33065.57,liter,Forestry,0.04,2,2023-05-10
Northern Mariana Islands (the),Bioenergy and biofuel (from forestry biomass),31656.0,pint,Forestry,0.08,10,2023-05-18
Liberia,Bioenergy and biofuel (from forestry biomass),29496.0,quart,Forestry,0.03,1,2023-05-09
Cabo Verde,Bioenergy and biofuel (from forestry biomass),29424.0,quart,Forestry,0.12,4,2023-05-13
Equatorial Guinea,Bioenergy and biofuel (from forestry biomass),28432.0,pint,Forestry,0.22,2,2023-05-03
Mexico,Bioenergy and biofuel (from forestry biomass),27608.0,pint,Forestry,0.02,0,2023-05-11
Kenya,Bioenergy and biofuel (from forestry biomass),27080.0,quart,Forestry,0.02,1,2023-05-22
American Samoa,Bioenergy and biofuel (from forestry biomass),22980.0,quart,Forestry,0.0299999999999997,0,2023-05-29
Guatemala,Bioenergy and biofuel (from forestry biomass),22265.79,liter,Forestry,0.01,3,2023-05-12
French Guiana,Bioenergy and biofuel (from forestry biomass),21720.0,pint,Forestry,0.05,3,2023-05-11
Netherlands (the),Bioenergy and biofuel (from forestry biomass),20964.0,quart,Forestry,0.0199999999999999,3,2023-05-11
Saint Vincent and the Grenadines,Bioenergy and biofuel (from forestry biomass),19464.59,liter,Forestry,0.02,6,2023-05-20
Saint Helena Ascension and Tristan da Cunha,Bioenergy and biofuel (from forestry biomass),16504.4,liter,Forestry,0.13,4,2023-05-17
Central African Republic (the),Bioenergy and biofuel (from forestry biomass),12930.97,liter,Forestry,0.18,6,2023-05-20
Palestine State of,Bioenergy and biofuel (from forestry biomass),10759.0,gallon,Forestry,0.02,7,2023-05-19
Åland Islands,Bioenergy and biofuel (from forestry biomass),9088.0,gallon,Forestry,0.13,0,2023-05-23
Oman,Bioenergy and biofuel (from forestry biomass),8364.0,quart,Forestry,0.13,2,2023-05-19
United States of America (the),Bioenergy and biofuel (from forestry biomass),7903.94,liter,Forestry,0.01,9,2023-05-24
Guinea-Bissau,Bioenergy and biofuel (from forestry biomass),7521.61,liter,Forestry,0.0299999999999997,12,2023-05-22
Solomon Islands,Bioenergy and biofuel (from forestry biomass),7283.0,gallon,Forestry,0.08,3,2023-05-10
India,Bioenergy and biofuel (from forestry biomass),6760.0,gallon,Forestry,0.31,1,2023-05-03
Senegal,Bioenergy and biofuel (from forestry biomass),6146.0,gallon,Forestry,0.04,6,2023-05-23
Eswatini,Bioenergy and biofuel (from forestry biomass),6090.73,liter,Forestry,0.09,5,2023-05-16
Nicaragua,Bioenergy and biofuel (from forestry biomass),5568.0,quart,Forestry,0.19,3,2023-05-03
Papua New Guinea,Bioenergy and biofuel (from forestry biomass),4901.0,gallon,Forestry,0.01,8,2023-05-16
Belize,Bioenergy and biofuel (from forestry biomass),4234.0,gallon,Forestry,0.04,3,2023-05-02
Turkmenistan,Bioenergy and biofuel (from forestry biomass),3104.04,liter,Forestry,0.32,3,2023-05-15
Mauritius,Bioenergy and biofuel (from forestry biomass),2633.0,gallon,Forestry,0.03,4,2023-05-22
Virgin Islands (British),Bioenergy and biofuel (from forestry biomass),2590.0,gallon,Forestry,0.13,9,2023-05-21
Guernsey,Bioenergy and biofuel (from forestry biomass),2463.0,gallon,Forestry,0.1799999999999998,13,2023-05-18
Sweden,Bioenergy and biofuel (from forestry biomass),2059.26,liter,Forestry,0.01,2,2023-05-04
South Sudan,Bioenergy and biofuel (from forestry biomass),1383.19,cubic_foot,Forestry,0.08,9,2023-05-28
Wallis and Futuna,Bioenergy and biofuel (from forestry biomass),1352.85,cubic_foot,Forestry,0.28,7,2023-05-21
Georgia,Bioenergy and biofuel (from forestry biomass),1329.45,cubic_foot,Forestry,0.1,3,2023-05-15
Eritrea,Bioenergy and biofuel (from forestry biomass),1092.84,cubic_foot,Forestry,0.08,3,2023-05-08
Isle of Man,Bioenergy and biofuel (from forestry biomass),980.0,quart,Forestry,0.0499999999999999,5,2023-05-29
Montserrat,Bioenergy and biofuel (from forestry biomass),918.79,cubic_foot,Forestry,0.11,2,2023-05-03
Mongolia,Bioenergy and biofuel (from forestry biomass),769.06,cubic_foot,Forestry,0.03,11,2023-05-29
Uruguay,Bioenergy and biofuel (from forestry biomass),674.28,cubic_foot,Forestry,0.11,0,2023-05-07
Dominican Republic (the),Bioenergy and biofuel (from forestry biomass),526.17,liter,Forestry,0.34,3,2023-05-12
Antarctica,Bioenergy and biofuel (from forestry biomass),165.9,cubic_foot,Forestry,0.28,3,2023-05-24
Jamaica,Bioenergy and biofuel (from forestry biomass),118.44,cubic_foot,Forestry,0.08,2,2023-05-10
Saudi Arabia,Bioenergy,51213600000.0,joule,Energy,0.03,2,2023-05-03
Lithuania,Bioenergy,50475600000.0,joule,Energy,0.09,3,2023-05-26
Jamaica,Bioenergy,48006000000.0,joule,Energy,0.02,3,2023-05-27
United Kingdom of Great Britain and Northern Ireland (the),Bioenergy,47538000000.0,joule,Energy,0.01,2,2023-05-06
Brunei Darussalam,Bioenergy,45543600000.0,joule,Energy,0.21,1,2023-05-23
New Caledonia,Bioenergy,40525200000.0,joule,Energy,0.02,2,2023-05-09
Australia,Bioenergy,36320400000.0,joule,Energy,0.84,7,2023-05-27
Thailand,Bioenergy,35622000000.0,joule,Energy,0.06,4,2023-05-12
Venezuela (Bolivarian Republic of),Bioenergy,34912800000.0,joule,Energy,0.23,1,2023-05-14
Iceland,Bioenergy,33192000000.0,joule,Energy,0.11,11,2023-05-20
China,Bioenergy,32799600000.0,joule,Energy,0.05,2,2023-05-13
Germany,Bioenergy,31291200000.0,joule,Energy,0.12,5,2023-05-27
Niue,Bioenergy,30430800000.0,joule,Energy,0.01,2,2023-05-09
Åland Islands,Bioenergy,28800000000.0,joule,Energy,0.08,3,2023-05-13
Benin,Bioenergy,23871600000.0,joule,Energy,0.01,0,2023-05-06
Kiribati,Bioenergy,19630800000.0,joule,Energy,0.11,3,2023-05-03
Bonaire Sint Eustatius and Saba,Bioenergy,16725600000.0,joule,Energy,0.02,3,2023-05-21
Gibraltar,Bioenergy,14050800000.0,joule,Energy,0.01,1,2023-05-05
Mali,Bioenergy,8445600000.0,joule,Energy,0.09,10,2023-05-24
Nicaragua,Bioenergy,5713200000.0,joule,Energy,0.01,9,2023-05-28
Namibia,Bioenergy,3340800000.0,joule,Energy,0.25,1,2023-05-19
Syrian Arab Republic,Bioenergy,54594258.5,british_thermal_unit,Energy,0.26,4,2023-05-14
Senegal,Bioenergy,53475076.2,british_thermal_unit,Energy,0.04,3,2023-05-07
Bhutan,Bioenergy,51206002.34,british_thermal_unit,Energy,0.19,1,2023-05-07
Russian Federation (the),Bioenergy,50479216.27,british_thermal_unit,Energy,0.22,2,2023-05-20
